Title,Authors,DOI,DOI link,Venue,Citation count,Year
Integrated early-stage environmental and economic assessment of emerging technologies and its applicability to the case of plasma gasification,"G. Sauve, J. Esguerra, D. Laner, Joakim Johansson, N. Svensson, Steven Van Passel, K. Van Acker",10.1016/j.jclepro.2022.134684,https://doi.org/10.1016/j.jclepro.2022.134684,Journal of Cleaner Production,7,2022
"Polyglot Software Development: Wait, What?","Gunter Mussbacher, Benoît Combemale, Jörg Kienzle, Lola Burgueño, Antonio García-Domínguez, J. Jézéquel, Gwendal Jouneaux, D. Khelladi, Sébastien Mosser, Corinne Pulgar, H. Sahraoui, Maximilian Schiedermeier, T. van der Storm",10.1109/MS.2023.3347875,https://doi.org/10.1109/MS.2023.3347875,IEEE Software,3,2024
“I wish I could use any language as it comes to mind”: User experience in digital platforms in the context of multilingual personal information management,"Lilach Alon, Maja Krtalić",10.1002/asi.24964,https://doi.org/10.1002/asi.24964,J. Assoc. Inf. Sci. Technol.,2,2024
Concept systems and frames: Detecting and managing terminological gaps between languages,Rossella Resi,10.3233/AO-230046,https://doi.org/10.3233/AO-230046,Appl. Ontology,1,2024
Learning Managent Systems and Face-to-Face Teaching in Bilingual Modality (Libras/Portuguese),"D. Saito, V. Ulbricht",10.1109/TLA.2012.6362362,https://doi.org/10.1109/TLA.2012.6362362,IEEE Latin America Transactions,8,2012
LIF at TAC MultiLing: Towards a Truly Language Independent Summarizer,"Firas Hmida, Benoit Favre",-,-,Text Analysis Conference,11,2011
Multilingual Testing Constructs: Theoretical Foundations,Micheline B. Chalhoub-Deville,10.1080/15434303.2019.1671391,https://doi.org/10.1080/15434303.2019.1671391,Language Assessment Quarterly,10,2019
Multilinguality and LLOD: A survey across linguistic description levels,"Dagmar Gromann, Elena-Simona Apostol, Christian Chiarcos, Marco Cremaschi, Jorge Gracia, Katerina Gkirtzou, Chaya Liebeskind, Liudmila Mockienė, Michael Rosner, Ineke Schuurman, Gilles Sérasset, Purificação Silvano, Blerina Spahiu, Ciprian-Octavian Truică, A. Utka, Giedrė Valūnaitė Oleškevičienė",10.3233/sw-243591,https://doi.org/10.3233/sw-243591,Semantic Web,4,2024
Paving the way for enriched metadata of linguistic linked data,"Maria Pia di Buono, Hugo Gonçalo Oliveira, V. Mititelu, Blerina Spahiu, Gennaro Nolano",10.3233/sw-222994,https://doi.org/10.3233/sw-222994,Semantic Web,4,2022
Synergies in Developing Pre-Service Teachers’ Language Assessment Literacy in Ukrainian Universities,Olga Ukrayinska,10.3390/educsci14030223,https://doi.org/10.3390/educsci14030223,Education sciences,2,2024
A farming systems approach to assess synergies and trade-offs among ecosystem services,"J.F. Silva, J.L. Santos, P.F. Ribeiro, C. Marta-Pedroso, M.R. Magalhães, F. Moreira",10.1016/j.ecoser.2023.101591,https://doi.org/10.1016/j.ecoser.2023.101591,Ecosystem Services,2,2024
A fuzzy rule-based system to assess e-government technical interoperability maturity level,"A. Corrêa, A. Mota, L. Mota, P. L. Corrêa",10.1108/TG-08-2013-0028,https://doi.org/10.1108/TG-08-2013-0028,-,12,2014
Teaching technical writing in multilingual contexts: A meta-analysis,"C. Winberg, T. van der Geest, Barbara A. Lehman, J. Nduna",10.2989/16073614.2010.545032,https://doi.org/10.2989/16073614.2010.545032,-,5,2010
Linking discourse-level information and the induction of bilingual discourse connective lexicons,"Sibel Özer, Murathan Kurfali, Deniz Zeyrek, Amália Mendes, Giedrė Valūnaitė Oleškevičienė",10.3233/sw-223011,https://doi.org/10.3233/sw-223011,Semantic Web,6,2022
Disciplined Delivery and Organizational Design Maturity: A Socio-Technical Evolutionary Journey,"Miguel A. Oltra-Rodríguez, Paul Stonehouse, Nicolas Afonso-Alonso, J. A. Holgado-Terriza",10.3390/systems13050374,https://doi.org/10.3390/systems13050374,Systems,0,2025
Interoperability of health data using FHIR Mapping Language: transforming HL7 CDA to FHIR with reusable visual components,"Igor Bossenko, Rainer Randmaa, Gunnar Piho, Peeter Ross",10.3389/fdgth.2024.1480600,https://doi.org/10.3389/fdgth.2024.1480600,Frontiers Digit. Health,2,2024
Towards automatic evaluation of the Quality-in-Use in context-aware software systems,"Sergio Salomón, Rafael Duque, J. L. Montaña, Luis Tenés",10.1007/s12652-021-03693-w,https://doi.org/10.1007/s12652-021-03693-w,Journal of Ambient Intelligence and Humanized Computing,7,2022
BabelRTS: Polyglot Regression Test Selection,"Gabriele Maurina, Walter Cazzola, Sudipto Ghosh",10.1109/TSE.2025.3554403,https://doi.org/10.1109/TSE.2025.3554403,IEEE Transactions on Software Engineering,0,2025
Technical issues in test process assessment and their current handling in TestSPICE,"Tomas Schweigert, Andreas Nehfort",10.1002/smr.1585,https://doi.org/10.1002/smr.1585,J. Softw. Evol. Process.,1,2014
Sustainability Assessment of Pasture-Based Dairy Sheep Systems: A Multidisciplinary and Multiscale Approach,"L. Barrón, A. Andonegi, G. Gamboa, E. Garmendia, Oihana García, N. Aldai, A. Aldezabal",10.3390/SU13073994,https://doi.org/10.3390/SU13073994,Sustainability,9,2021
Exploring and Visualizing Multilingual Cultural Heritage Data Using Multi-Layer Semantic Graphs and Transformers,"I. Gagliardi, M. T. Artese",10.3390/electronics13183741,https://doi.org/10.3390/electronics13183741,Electronics,1,2024
Experiences using Tedeso: an extensible and interoperable model-based testing platform,"R. S. Filho, W. Hasling, Christof J. Budnik, Monica McKenna",10.1007/s10515-012-0118-3,https://doi.org/10.1007/s10515-012-0118-3,International Conference on Automated Software Engineering,3,2013
La comprensión de múltiples textos: Perspectivas y posibilidades para la investigación transdisciplinar,"M. Perales-Escudero, N. López",10.4067/S0718-09342016000400009,https://doi.org/10.4067/S0718-09342016000400009,-,1,2016
Adaptive Language Translation in Multinational Info Service Platforms,"Raami Riadhusin, R. Radhakrishnan, Delecta Jenifer Rajendren, Ibragimov Ulmas Rakhmanovich, N. D. Lal, Utkarsh Anand",10.51983/ijiss-2025.ijiss.15.2.17,https://doi.org/10.51983/ijiss-2025.ijiss.15.2.17,Indian Journal of Information Sources and Services,0,2025
Language alliances and language policy: A focus on UNITA-Universitas Montium,"Elisa Corino, Marcella Costa, Alice Fiorentino, Sandra Garbarino",10.3828/ejlp.2025.8,https://doi.org/10.3828/ejlp.2025.8,European Journal of Language Policy,0,2025
Assessing intercultural communication: Testing technology tools for information sharing in multinational research teams,"Wesley S. Ward, L. Given",10.1002/asi.24159,https://doi.org/10.1002/asi.24159,J. Assoc. Inf. Sci. Technol.,10,2019
Turning Constructionist Intercultural Communicative Competence and Complex Systems Theory into Praxis,"A. Strugielska, K. Piątkowska",10.36923/jicc.v17i1.734,https://doi.org/10.36923/jicc.v17i1.734,Journal of Intercultural Communication,4,2017
Special issue SOCO 2015: Recent advancements in soft computing and its application in industrial and environmental problems,"Álvaro Herrero, Bruno Baruque, Héctor Quintián-Pardo, E. Corchado",10.1016/j.neucom.2017.06.075,https://doi.org/10.1016/j.neucom.2017.06.075,Neurocomputing,0,2018
Third-Party Software's Trust Quagmire,"J. Voas, G. Hurlburt",10.1109/MC.2015.372,https://doi.org/10.1109/MC.2015.372,Computer,3,2015
TD Pulse: Assessing the Systematic Management of Technical Debt,"A. Martini, Terese Besker, T. Posch, J. Bosch",10.1109/MS.2022.3226035,https://doi.org/10.1109/MS.2022.3226035,IEEE Software,0,2023
Greasing the wheels for comparative communication research: Supervised text classification for multilingual corpora,"F. Lind, Tobias Heidenreich, Christoph Kralj, H. Boomgaarden",10.5117/ccr2021.3.001.lind,https://doi.org/10.5117/ccr2021.3.001.lind,Computational Communication Research,8,2021
Multisource spatial data integration for use cases applications,F. Noardo,10.1111/tgis.12987,https://doi.org/10.1111/tgis.12987,Trans. GIS,6,2022
Empirical studies in software and systems traceability,"Patrick Mäder, Rocco Olivetto, Andrian Marcus",10.1007/s10664-017-9509-1,https://doi.org/10.1007/s10664-017-9509-1,Empirical Software Engineering,0,2017
Assessing and piloting interoperability for population health research,"F. Estupiñán-Romero, J. González-García, E. Bernal-Delgado",10.1093/eurpub/ckaa165.270,https://doi.org/10.1093/eurpub/ckaa165.270,-,0,2020
Bridging the gaps: interoperability for language engineering architectures using GrAF,"Nancy Ide, Keith Suderman",10.1007/s10579-011-9175-7,https://doi.org/10.1007/s10579-011-9175-7,Language Resources and Evaluation,3,2012
An approach for semantic interoperability in autonomic distributed intelligent systems,"Kamaleddin Yaghoobirafi, Ali Farahani",10.1002/smr.2436,https://doi.org/10.1002/smr.2436,J. Softw. Evol. Process.,3,2022
The social dimension of the integration of manufacturing systems: the role of institutions,F. Romero,10.1080/09511921003767555,https://doi.org/10.1080/09511921003767555,International journal of computer integrated manufacturing (Print),6,2010
User-driven assessment of commercial term extractors,O. Kwong,10.1075/term.20032.kwo,https://doi.org/10.1075/term.20032.kwo,Terminology,1,2021
COMPARING LANGUAGES AND CULTURES: PARAMETRIZATION OF ANALYTIC CRITERIA,Barbara - Lewandowska-Tomaszczyk,10.22363/2687-0088-2021-25-2-343-368,https://doi.org/10.22363/2687-0088-2021-25-2-343-368,-,4,2021
Theoretical Models and Specific Communication Situations in Projects,"K. Pelikan, Thorsten Roelcke",10.1515/opli-2017-0035,https://doi.org/10.1515/opli-2017-0035,-,3,2016
A multilingual approach to conceptual development in technical contexts,S. Deyi,10.2989/16073614.2010.545028,https://doi.org/10.2989/16073614.2010.545028,-,4,2010
"Crossing linguistic and disciplinary boundaries? Linguistic practices in STEM/S.T.E.M. classrooms, or how a multilingual habit does not make a multilingual monk",S. Melo-Pfeifer,10.1080/07908318.2023.2232389,https://doi.org/10.1080/07908318.2023.2232389,"Language, Culture and Curriculum",4,2023
"New words, new lives: employing interpretative phenomenological analysis integrated with strategies from ethnography in researching the lived experience of multilingualism and vulnerability in survivors of torture and modern slavery",Sally R. Cook,10.1080/14708477.2024.2381090,https://doi.org/10.1080/14708477.2024.2381090,Language and Intercultural Communication,0,2024
Are ‘diversity management’ and monolingualism compatible? About learning and using foreign languages in a context of globalisation,Georges Lüdi,10.1017/S0261444810000273,https://doi.org/10.1017/S0261444810000273,Language Teaching,5,2010
"Ludmila Isurin & Claudia Maria Riehl (eds.), Integration, identity and language maintenance in young immigrants: Russian Germans or German Russians. Amsterdam: John Benjamins, 2017. Pp. 285. Hb. €100.",Busi Makoni,10.1017/S0047404518000477,https://doi.org/10.1017/S0047404518000477,Language in society,0,2018
Integración de Paradigmas de Traducción Automática (IMTraP),Marta R. Costa-jussà,-,-,-,0,2016
A DSL-based Approach to Product Derivation for Software Product Line,"Nesrine Lahiani, Djamel Bennouar",10.18267/j.aip.90,https://doi.org/10.18267/j.aip.90,Acta Informatica Pragensia,1,2016
An Integrated Management System for Composed Applications Deployed by Different Deployment Automation Technologies,"Lukas Harzenetter, Uwe Breitenbücher, Tobias Binz, F. Leymann",10.1007/s42979-023-01810-4,https://doi.org/10.1007/s42979-023-01810-4,SN Computer Science,1,2023
A Formal Approach to Support Interoperability in Scientific Meta-workflows,"J. Arshad, G. Terstyánszky, Tamás Kiss, N. Weingarten, G. Taffoni",10.1007/s10723-016-9383-x,https://doi.org/10.1007/s10723-016-9383-x,Journal of Grid Computing,4,2016
Globalizing Modeling Languages,"B. Combemale, Julien Deantoni, Benoit Baudry, Robert B. France, J. Jézéquel, Jeffrey G. Gray",-,-,Computer,0,2014
A Framework for the Multi-Dimensional Assessment of Interoperability for Open Data Ecosystems Development,"Mohsan Ali, Georgios Papageorgiou, Abdul Aziz, E. Loukis, Y. Charalabidis, C. Alexopoulos, Francisco Javier López Pellicer",10.1177/15701255241297172,https://doi.org/10.1177/15701255241297172,Inf. Polity,0,2024
Requests for Help in a Multilingual Professional Environment Testimonies and Actantial Models,Eve Lejot,10.1515/opli-2017-0026,https://doi.org/10.1515/opli-2017-0026,-,3,2017
Integrated management systems: Barrier assessment through Grey Incidence Analysis and contributions to quality management,"Gilberto Cassoli de Oliveira Júnior, T. Sigahi, Izabella Rampasso, Lucas Gabriel Zanon, Jefferson de Souza Pinto, Walter Leal Filho, G. Moraes, Jiju Antony, R. Anholon",10.1080/10686967.2024.2317474,https://doi.org/10.1080/10686967.2024.2317474,Quality Management Journal,4,2024
Exploring the interaction of design variability and stochastic operational uncertainties in software-intensive systems through the lens of modeling,Javier Cámara,10.1007/s10270-024-01226-5,https://doi.org/10.1007/s10270-024-01226-5,Journal of Software and Systems Modeling,0,2024
Multi-version interactive assessment through the integration of GeoGebra with Moodle,"Saleem Hamady, Khaleel W. Mershad, Bilal Jabakhanji",10.3389/feduc.2024.1466128,https://doi.org/10.3389/feduc.2024.1466128,Frontiers in Education,1,2024
Convergencies and Divergencies in Collaborative Decision-Making Processes,Valentina Ferretti,10.1007/978-3-030-77208-6_12,https://doi.org/10.1007/978-3-030-77208-6_12,Group Decision and Negotiation,1,2021
"Introducing plurilingualism in the English as an Additional Language classroom through plurilingual
  approaches","Kevin Randall Steil, Encarnación Carrasco Perea",10.1075/ltyl.00037.ste,https://doi.org/10.1075/ltyl.00037.ste,Language Teaching for Young Learners,1,2023
Multilingual and Interlingual Semantic Representations for Natural Language Processing: A Brief Introduction,"M. Costa-jussà, C. España-Bonet, Pascale Fung, Noah A. Smith",10.1162/coli_a_00373,https://doi.org/10.1162/coli_a_00373,International Conference on Computational Logic,2,2020
Agape: A Syntactic-Based Analysis Method for Automatic API Connection Points Discovery in Systems-of-Information Systems,"Marcos Borges, Lincoln S. Rocha, P. Maia, Rodrigo Pereira dos Santos",10.1109/JSYST.2024.3465391,https://doi.org/10.1109/JSYST.2024.3465391,IEEE Systems Journal,0,2024
Lost in interpretation: Making sense of equivocalities and tensions in approaches to interoperability,"R. Sloot, Johannes Voordijk, Leentje Volker",10.1177/02683962241295785,https://doi.org/10.1177/02683962241295785,Journal of Information and Technology,0,2024
Accommodating diversity in linguistic and intercultural teaching: can CLIL do the job?,M. L. Pérez Cañado,10.1080/14708477.2024.2353587,https://doi.org/10.1080/14708477.2024.2353587,Language and Intercultural Communication,0,2024
The Linguistic and Cultural Atlas of Immigration: Multidisciplinary Research for Spanish Classrooms,María del Carmen Fernández López,10.1515/opli-2019-0030,https://doi.org/10.1515/opli-2019-0030,Open Linguistics,2,2019
Model based component development and analysis with ComMA,"I. Kurtev, Jozef Hooman, Mathijs Schuts, Daan van der Munnik",10.1016/j.scico.2023.103067,https://doi.org/10.1016/j.scico.2023.103067,Science of Computer Programming,2,2023
An integrated approach to the higher education terminology in Spanish-Russian university texts,O. Polyakova,10.7764/ONOMAZEIN.51.06,https://doi.org/10.7764/ONOMAZEIN.51.06,-,0,2021
Translanguaging in today’s multilingual classes – Students’ perspectives of classroom management and classroom climate,"Jasmin Decristan, Victoria Bertram, Valentina Reitenbach, Katharina Schneider, D. Rauch",10.1016/j.tate.2023.104437,https://doi.org/10.1016/j.tate.2023.104437,Teaching and Teacher Education : An International Journal of Research and Studies,0,2024
"THE EXPLORATION OF MULTILINGUALISM: DEVELOPMENT OF RESEARCH ON L3, MULTILINGUALISM AND MULTIPLE LANGUAGE ACQUISITION . Larissa Aronin and Britta Hufeisen (Eds.). Amsterdam: Benjamins, 2009. Pp. vii + 168.",Hongmei Xu,10.1017/S0272263111000283,https://doi.org/10.1017/S0272263111000283,Studies in Second Language Acquisition,1,2011
Applying Neutrosophic Iadov Technique for assessing an MDD-based approach to support software design,"Nemury Silega, G. F. C. Aguilar, I. A. M. Alcivar, K. M. F. Colombo",10.54216/ijns.190207,https://doi.org/10.54216/ijns.190207,International journal of neutrosophic science,1,2022
Assessing verbal interaction: towards European harmonization. Insights from the co-operation between Spanish and French language exams for Higher Education (CertAcles/CLES),"Julia Zabala Delgado, Laurent Rouveyrol",10.1515/cercles-2022-2039,https://doi.org/10.1515/cercles-2022-2039,-,0,2022
Proceedings of the 15th Annual Meeting of the Forum for Information Retrieval Evaluation,-,10.1145/3632754,https://doi.org/10.1145/3632754,Fire,1,2023
A Methodological Framework Based on a Quantitative Assessment of New Technologies to Boost the Interoperability of Railways Services,"Mehdi Zarehparast Malekzadeh, F. Santarremigia, G. D. Molero, A. K. Malviya, Rosa Arroyo, Tomás Ruiz Sánchez",10.3390/su151310636,https://doi.org/10.3390/su151310636,Sustainability,0,2023
Combining methodologies for textual data analysis,Jean-Yves Hamiot,10.1108/ijoa-12-2023-4132,https://doi.org/10.1108/ijoa-12-2023-4132,The International Journal of Organizational Analysis,0,2024
Technical perspective: Entity matching with Magellan,W. Tan,10.1145/3405464,https://doi.org/10.1145/3405464,Communications of the ACM,1,2020
Reflections on Addressing Educational Inequalities Through the Co-Creation of a Rubric for Assessing Children’s Plurilingual and Intercultural Competence,"Janine Knight, Marta Segura",10.3390/educsci15060762,https://doi.org/10.3390/educsci15060762,Education sciences,0,2025
Enhancing nursing care through technology and standardized nursing language: The TEC-MED multilingual platform.,"Ana-María Porcel Gálvez, M. Lima-Serrano, R. Allande-Cussó, Maria-Giulia Costanzo-Talarico, María-Dolores Mateos García, Mercedes Bueno-Ferrán, E. Fernández-García, Fabio D’Agostino, José Manuel Romero-Sánchez",10.1111/2047-3095.12493,https://doi.org/10.1111/2047-3095.12493,International Journal of Nursing Terminologies and Classifications,1,2024
INTER-IoT Architecture for Platform Interoperability,"A. Bassi, M. Llorente, M. Montesinos, Raffaele Gravina",10.1007/978-3-030-82446-4_3,https://doi.org/10.1007/978-3-030-82446-4_3,Internet of Things,0,2021
"Introduction: language management, ideologies and practices in scientific research","M. H. Araújo e Sá, Susana Pinto",10.1080/21568235.2020.1777452,https://doi.org/10.1080/21568235.2020.1777452,European Journal of Higher Education,1,2020
Occupational health assessment summary designed for semantic interoperability,"E. Krastev, D. Tcharaktchiev, P. Kovachev, Simeon Abanos",10.1016/j.ijmedinf.2023.105207,https://doi.org/10.1016/j.ijmedinf.2023.105207,Int. J. Medical Informatics,0,2023
Enhancing intercultural competence in technical higher education through AI-driven frameworks,"Qi Zhang, Mohammad Ismath Ramzy Mohammad Ismail, Abd Razak Bin Zakaria",10.1038/s41598-025-03303-1,https://doi.org/10.1038/s41598-025-03303-1,Scientific Reports,0,2025
Multilingualism in performance appraisal interviews: strategies to bridge language gaps,"Fien De Malsche, Els Tobback, Mieke Vandenbroucke",10.3389/fcomm.2024.1343267,https://doi.org/10.3389/fcomm.2024.1343267,Frontiers in Communication,0,2024
Semi-Automatic Building and Learning of a Multilingual Ontology,"Fatma Ben Mesmia, Malek Mouhoub",10.1145/3615864,https://doi.org/10.1145/3615864,ACM Trans. Asian Low Resour. Lang. Inf. Process.,0,2023
The Standard Problem,Enrico W. Coiera,10.48550/arXiv.2304.09114,https://doi.org/10.48550/arXiv.2304.09114,J. Am. Medical Informatics Assoc.,0,2023
"Multilingualism and Assessment: Achieving Transparency, Assuring Quality, Sustaining Diversity—Proceedings of the ALTE Berlin Conference, May 2005, by Lynda Taylor and Cyril J. Weir (Eds.)",Z. Londe,10.1080/15434303.2010.498905,https://doi.org/10.1080/15434303.2010.498905,-,0,2010
Assessing tool chain interoperability in cyber-physical systems : A systematic review,"Didem Gürdür, Jad El-khoury, F. Asplund, Martin Törngren",-,-,-,0,2017
Mixture-of-Languages Routing for Multilingual Dialogues,"Jiahuan Pei, Guojun Yan, M. de Rijke, Pengjie Ren",10.1145/3676956,https://doi.org/10.1145/3676956,ACM Trans. Inf. Syst.,0,2024
EVALUATING ORGANIZATIONAL CHARACTERISTICS COMPLEMENTARY WITH ENTERPRISE SOFTWARE PRODUCTS,"T. Hovelja, O. Vasilecas, D. Kalibatienė, R. Rupnik",10.3846/jbem.2020.12443,https://doi.org/10.3846/jbem.2020.12443,Journal of Business and Economic Management,0,2020
An Information Integration Technology for Safety Assessment on Civil Airborne System,"Xi Chen, Quan Zou, Jie Bai, Lei Dong",10.3390/aerospace11060459,https://doi.org/10.3390/aerospace11060459,Aerospace,0,2024
Experiences using Tedeso: an extensible and interoperable model-based testing platform,"Roberto Silveira Silva Filho, W. Hasling, Christof J. Budnik, Monica McKenna",10.1007/s10515-012-0118-3,https://doi.org/10.1007/s10515-012-0118-3,International Conference on Automated Software Engineering,0,2013
Worldwide Language Service Infrastructure,"Yohei Murakami, Donghui Lin",10.1007/978-3-319-31468-6,https://doi.org/10.1007/978-3-319-31468-6,Lecture Notes in Computer Science,0,2015
Integrated assessment of emerging science and technologies as creating learning processes among assessment communities,"Ellen-Marie Forsberg, Barbara Ribeiro, N. Heyen, R. O. Nielsen, E. Thorstensen, Erik de Bakker, Lars Klüver, T. Reiss, V. Beekman, K. Millar",10.1186/s40504-016-0042-6,https://doi.org/10.1186/s40504-016-0042-6,"Life Sciences, Society and Policy",0,2016
The FEMTI guidelines for contextual MT evaluation: principles and resources,"Paula Estrella, Andrei Popescu-Belis, M. King",10.52034/LANSTTS.V0I8.244,https://doi.org/10.52034/LANSTTS.V0I8.244,Linguistica Anverpiensia New Series ? Themes in Translation Studies,0,2021
Advancing Multivariate Time Series Similarity Assessment: An Integrated Computational Approach,"F. Tonle, Henri E. Z. Tonnang, Milliam Maxime Zekeng Ndadji, M. Tchendji, Armand Nzeukou, K. Senagi, S. Niassy",10.1109/ACCESS.2025.3584712,https://doi.org/10.1109/ACCESS.2025.3584712,IEEE Access,0,2024
Implementation and validation of the C3-Cloud system: a new generation for integrated care tool developed with and for multimorbid patients,Delores Verdoy,10.5334/ijic.icic20445,https://doi.org/10.5334/ijic.icic20445,International Journal of Integrated Care,0,2021
Comprehensive Standardized Assessment for Information Continuity: What Does the Workforce Need,"Connie Schumacher, M. Saari, Fabrice Mowbray, Melissa Northwood, Michelle Heyer, Chantelle Mensink, Kasia Bail",10.5334/ijic.icic23634,https://doi.org/10.5334/ijic.icic23634,International Journal of Integrated Care,0,2023
FARFADET: contribution to consistency management in multi-physical systems engineering,"Mathias Kleiner, Lionel Roucoules",10.1080/0951192x.2025.2461024,https://doi.org/10.1080/0951192x.2025.2461024,International journal of computer integrated manufacturing (Print),0,2025
Establishing interoperability between EMF and MSDKVS: an M3-level-bridge to transform metamodels and models,"Florian Cesal, Dominik Bork",10.1007/s10270-024-01169-x,https://doi.org/10.1007/s10270-024-01169-x,Journal of Software and Systems Modeling,0,2024
Visibilization of languages at the University: The Language-Integrated Knowledge Education (LIKE) Approach,S. Thorne,10.1558/CJ.V30I0.263-271,https://doi.org/10.1558/CJ.V30I0.263-271,CALICO journal,0,2013
A novel way of extracting full-fledged terminologies from multilingual texts,"Dagmar Gromann, Barbara Heinisch, Lennart Wachowiak, Christian Lang",10.1515/lex-2023-0011,https://doi.org/10.1515/lex-2023-0011,Lexicographica,0,2023
ICSSP 2015–Special Issue Introduction,"Dietmar Pfahl, M. Kuhrmann, Reda Bendraou, R. Turner",10.1002/smr.1786,https://doi.org/10.1002/smr.1786,J. Softw. Evol. Process.,0,2016
Developing Students' Multi-Layered Translation Competences: An Applied Computer-Assisted Method,Diana Oțăt,-,-,-,1,2016
Cultural Categorization in Epigraphic Heritage Digitization,"Hamest S. Tamrazyan, Gayane Hovhannisyan",10.3390/heritage8050148,https://doi.org/10.3390/heritage8050148,The Heritage,0,2025
Interoperable organisations in crisis: Supporting data surveillance during Indonesia's COVID-19 pandemic,"Danang Kurniawan, Dyah Mutiarin, Achmad Nurmandi, Eko Priyo Purnomo",10.1177/02666669251327350,https://doi.org/10.1177/02666669251327350,Information Development,0,2025
Proposal of a Framework for Evaluating the Importance of Production and Maintenance Integration Supported by the Use of Ordinal Linguistic Fuzzy Modeling,"Ronald Díaz Cazañas, D. D. Delgado Sobrino, E. M. De La Paz Martínez, J. Petrů, Carlos Daniel Díaz Tejeda",10.3390/math12020338,https://doi.org/10.3390/math12020338,Mathematics,0,2024
"Visual Translation, Design, and Language Justice: a Case Study from North Central Florida","Valentina Sierra-Niño, Laura Gonzales",10.55177/tc406986,https://doi.org/10.55177/tc406986,Technical Communication,0,2023
Global interoperability and linked data in libraries: ICCU international committment,R. Caffo,10.4403/JLIS.IT-8726,https://doi.org/10.4403/JLIS.IT-8726,-,1,2013
Measuring Diversity in Multilingual Communication,"Michele Gazzola, T. Templin, Lisa J. McEntee-Atalianis",10.1007/s11205-019-02161-5,https://doi.org/10.1007/s11205-019-02161-5,Social Indicators Research,0,2019
Multilingual SEIR public opinion propagation model with social enhancement mechanism and cross transmission mechanisms,"Suyalatu Dong, Linlin Xu, Zhong-Zhou Lan, Yana A, Fanyu Bu, Wu Hua, Chunlai Qu, Li Yifei, Minjie Gao, Ge Kai",10.1038/s41598-024-82024-3,https://doi.org/10.1038/s41598-024-82024-3,Scientific Reports,0,2024
Integrating Forestry and Local Administrative Data Using Semantic and GIS Technologies,"Natalia Crespo‐Lera, Guillermo Vega-Gorgojo, José M. Giménez-García, Cristina Mayo Sarmiento, F. Bravo, I. Ruano",10.1111/tgis.13299,https://doi.org/10.1111/tgis.13299,Transactions on GIS,0,2025
Intercomprehension and collaborative learning to interact in a plurilingual academic environment,"Luisa Bavieri, Roberta Gulinelli",10.1515/cercles-2024-0110,https://doi.org/10.1515/cercles-2024-0110,Language Learning in Higher Education,0,2025
Research data infrastructures in environmental sciences—Challenges and implementation approaches focusing on the integration of software components,"Christin Henzen, Arne Rümmler, Heiko Figgemeier, Michael Wagner, Lars Bernard, Ralph Müller-pfefferkorn",10.1111/tgis.13131,https://doi.org/10.1111/tgis.13131,Trans. GIS,0,2024
Distributed Applications and Interoperable Systems,"J. Dowling, François Taïani",10.1007/978-3-642-38541-4,https://doi.org/10.1007/978-3-642-38541-4,Lecture Notes in Computer Science,0,2013
Bridging the Gap between Linguistic and Pragmatic Assessment in Turkish Contexts,"Ayşegül Takkaç Tulgar, Oktay Yağız, Turgay Han",10.58837/chula.pasaa.54.1.3,https://doi.org/10.58837/chula.pasaa.54.1.3,PASAA,0,2017
Multiword Discourse Markers Across Languages: A Linguistic and Computational Perspective,"Elena-Simona Apostol, Ciprian-Octavian Truică, Mariana Damova, Purificação Silvano, G. Oleškevičienė, Chaya Liebeskind, D. Trajanov, A. Bączkowska, Emma Angela Montecchiari, Christian Chiarcos",10.1111/ijal.12755,https://doi.org/10.1111/ijal.12755,International Journal of Applied Linguistics,0,2025
Semantic Interoperability of Multi-Agent Systems in Autonomous Maritime Domains,"Marko Rosic, D. Sumic, L. Maleš",10.3390/electronics14132630,https://doi.org/10.3390/electronics14132630,Electronics,0,2025
Co-constructing meaning in international meetings – an approach to plurilingual interactions,"Filomena Capucho, M. P. Silva, António Chenoll",10.1080/13670050.2018.1474849,https://doi.org/10.1080/13670050.2018.1474849,-,1,2018
Distributed Applications and Interoperable Systems,"K. M. Göschka, Seif Haridi",10.1007/978-3-642-30823-9,https://doi.org/10.1007/978-3-642-30823-9,Lecture Notes in Computer Science,0,2012
An enhanced terminology development and management approach for South African languages,"Lutamo Shadrack Ramuedzisi, Linda van Huyssteen, I. Mandende",10.1080/02572117.2019.1672322,https://doi.org/10.1080/02572117.2019.1672322,-,2,2019
Ontologies models cohesiveness: a first assessment of integration,"Mercedes Vitturini, P. Fillottrani",-,-,-,0,2012
Linked Heritage: a collaborative terminology management platform for a network of multilingual thesauri and controlled vocabularies,Marie-Veronique Leroi,10.4403/JLIS.IT-5471,https://doi.org/10.4403/JLIS.IT-5471,-,2,2013
Systems Interoperability Evaluation through Formalisation of Semantic Relationships,"E. Yahia, A. Aubry, H. Panetto",10.1002/INST.201114411,https://doi.org/10.1002/INST.201114411,-,0,2011
Things in the World. The integration process of archival descriptions in intercultural systems,Federico Valacchi,10.4403/JLIS.IT-11529,https://doi.org/10.4403/JLIS.IT-11529,-,1,2016
Introduction to the Special Issue - eScholarship,"Byrd Clark, S. Julie",-,-,-,0,2016
Innovating care for people with multimorbidity through integration,"Anneli Hujala, H. Taskinen, Sari Rissanen",10.5334/IJIC.2084,https://doi.org/10.5334/IJIC.2084,-,1,2015
